任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
85,ID388,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,测试,1294,9:0,19:0
85,ID388,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,包装,1764,18:30,19:0
100,ID519,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,686,9:0,14:57
108,ID555,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,组装,800,14:57,16:54
178,ID1193,13.01.09.001,TF350-UART(单品包装)-V1.0,组装,20,16:57,18:21
85,ID388,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,包装,1764,18:30,19:0
103,ID444,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,11:24,16:39
160,ID1014,13.01.09.003,TF350-232(单品包装)-V1.0,包装,20,16:39,16:57
103,ID444,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,14:6,18:51
105,ID438,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,2,18:51,19:0
100,ID519,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,333,9:0,11:24
103,ID444,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,14:6,18:51
105,ID438,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,2,18:51,19:0
100,ID519,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,568,9:0,14:6
160,ID1014,13.01.09.003,TF350-232(单品包装)-V1.0,包装,20,16:54,17:12
100,ID519,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,568,9:0,14:6
