任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
162,ID979,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,测试,1294,9:0,19:0
164,ID971,13.01.04.042,TFmini-S-V1.8.1(整箱包装)-V1.0,测试,750,9:0,19:0
165,ID1041,13.01.05.006,TF03-485(单品包装)-V1.1,组装,7,9:0,9:24
161,ID1061,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,1287,10:51,19:0
165,ID1041,13.01.05.006,TF03-485(单品包装)-V1.1,组装,7,9:0,9:24
165,ID1041,13.01.05.006,TF03-485(单品包装)-V1.1,组装,120,9:24,17:18
165,ID1041,13.01.05.006,TF03-485(单品包装)-V1.1,组装,120,9:24,17:18
165,ID1041,13.01.05.006,TF03-485(单品包装)-V1.1,测试,36,17:18,19:0
162,ID979,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,657,9:0,10:51
161,ID1061,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,232,17:18,19:0
