任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
31,ID130,13.01.07.008,TF-Luna-ASU,包装,2000,13:3,14:45
49,ID228,13.01.07.008,TF-Luna-ASU,组装,495,9:0,10:24
27,ID83,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1323,14:45,19:0
31,ID130,13.01.07.008,TF-Luna-ASU,包装,2000,13:3,14:45
49,ID228,13.01.07.008,TF-Luna-ASU,组装,495,9:0,10:24
28,ID84,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,1011,15:39,19:0
49,ID228,13.01.07.008,TF-Luna-ASU,组装,495,9:0,10:24
27,ID83,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,10:24,15:39
28,ID84,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,1011,15:39,19:0
31,ID130,13.01.07.008,TF-Luna-ASU,测试,715,9:0,14:42
34,ID132,13.01.07.008,TF-Luna-ASU,测试,577,14:42,19:0
50,ID230,13.01.07.008,TF-Luna-ASU,组装,495,9:0,10:24
50,ID230,13.01.07.008,TF-Luna-ASU,组装,1500,10:24,15:39
28,ID84,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,1011,15:39,19:0
34,ID132,13.01.07.008,TF-Luna-ASU,组装,992,9:0,11:48
27,ID83,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1323,14:45,19:0
50,ID230,13.01.07.008,TF-Luna-ASU,组装,1500,10:24,15:39
