任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
163,ID970,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,376,9:0,11:42
166,ID974,13.01.05.017,TF03-UART(整箱包装)-V1.1,测试,76,15:57,19:0
165,ID1041,13.01.05.006,TF03-485(单品包装)-V1.1,包装,120,11:42,14:30
163,ID970,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,376,9:0,11:42
165,ID1041,13.01.05.006,TF03-485(单品包装)-V1.1,包装,120,14:30,16:18
163,ID970,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,376,9:0,11:42
163,ID970,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,测试,229,9:0,11:36
166,ID974,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,100,11:42,19:0
166,ID974,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,87,9:0,14:57
175,ID1122,13.01.05.011,TF03-180 4~20mA（单品包装）-V1.0,组装,30,16:18,18:33
166,ID974,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,102,11:36,19:0
166,ID974,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,100,11:42,19:0
