任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
31,ID130,13.01.07.008,TF-Luna-ASU,组装,2000,9:0,15:39
49,ID228,13.01.07.008,TF-Luna-ASU,组装,1005,15:39,19:0
31,ID130,13.01.07.008,TF-Luna-ASU,组装,2000,9:0,15:39
49,ID228,13.01.07.008,TF-Luna-ASU,组装,1005,15:39,19:0
31,ID130,13.01.07.008,TF-Luna-ASU,组装,2000,9:0,15:39
49,ID228,13.01.07.008,TF-Luna-ASU,组装,1005,15:39,19:0
31,ID130,13.01.07.008,TF-Luna-ASU,测试,1285,9:3,19:0
34,ID132,13.01.07.008,TF-Luna-ASU,组装,2000,9:0,15:39
50,ID230,13.01.07.008,TF-Luna-ASU,组装,1005,15:39,19:0
34,ID132,13.01.07.008,TF-Luna-ASU,组装,2000,9:0,15:39
34,ID132,13.01.07.008,TF-Luna-ASU,组装,1008,15:39,19:0
