任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
16,ID49,13.01.02.036,TF02-i-CAN(单品包装)-V1.0,组装,52,9:0,10:21
16,ID49,13.01.02.036,TF02-i-CAN(单品包装)-V1.0,包装,52,10:21,11:0
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,11:9,11:54
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,13:36,14:21
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,15:3,15:48
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,11:54,13:21
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,16:30,17:15
184,ID1218,13.01.04.051,TFmini-i-485(整箱) 2m散线,测试,88,17:24,19:0
16,ID49,13.01.02.036,TF02-i-CAN(单品包装)-V1.0,组装,52,9:0,10:21
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,测试,100,10:21,11:48
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,测试,100,11:48,14:15
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,测试,100,14:15,15:42
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,测试,100,15:42,17:9
184,ID1218,13.01.04.051,TFmini-i-485(整箱) 2m散线,包装,70,18:24,19:0
16,ID49,13.01.02.036,TF02-i-CAN(单品包装)-V1.0,组装,52,9:0,10:21
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,11:9,11:54
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,10:21,10:48
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,13:36,14:21
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,15:3,15:48
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,11:54,13:21
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,16:30,17:15
184,ID1218,13.01.04.051,TFmini-i-485(整箱) 2m散线,包装,70,18:24,19:0
16,ID49,13.01.02.036,TF02-i-CAN(单品包装)-V1.0,组装,52,9:0,10:21
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,11:9,11:54
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,10:21,10:48
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,13:36,14:21
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,15:3,15:48
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,16:30,17:15
186,ID1245,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,11:54,13:21
186,ID1245,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,14:21,14:48
186,ID1245,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,73,18:27,19:0
16,ID49,13.01.02.036,TF02-i-CAN(单品包装)-V1.0,测试,52,09:51,10:30
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,9:0,9:27
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,11:9,11:54
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,10:30,10:57
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,13:36,14:21
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,15:3,15:48
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,100,16:30,17:15
186,ID1245,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,11:54,13:21
186,ID1245,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,14:21,14:48
186,ID1245,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,包装,73,18:27,19:0
16,ID49,13.01.02.036,TF02-i-CAN(单品包装)-V1.0,包装,52,10:0,10:39
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,9:0,9:27
128,ID701,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,9:27,09:54
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,10:39,11:6
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,11:6,11:33
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,11:33,13:0
184,ID1218,13.01.04.051,TFmini-i-485(整箱) 2m散线,组装,100,13:0,15:45
186,ID1245,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,测试,93,17:9,19:0
16,ID49,13.01.02.036,TF02-i-CAN(单品包装)-V1.0,包装,52,10:0,10:39
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,9:0,9:27
107,ID520,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,9:27,09:54
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,10:39,11:6
147,ID869,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,11:6,11:33
167,ID1064,13.01.08.007,TFmini Plus-2400-IC(单品包装)-V1.0,组装,100,11:33,13:0
184,ID1218,13.01.04.051,TFmini-i-485(整箱) 2m散线,组装,100,13:0,15:45
184,ID1218,13.01.04.051,TFmini-i-485(整箱) 2m散线,组装,100,15:45,19:0
