任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
2,SCDD2023091535,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,测试,100,9:0,13:21
6,FGDD2023100600,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,包装,130,13:51,14:21
6,FGDD2023100600,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,包装,130,14:21,14:51
8,SCDD2023091556,13.01.02.024,TF02-Pro标品(单品包装)-V1.0,组装,200,14:51,18:6
8,SCDD2023091556,13.01.02.024,TF02-Pro标品(单品包装)-V1.0,组装,65,18:6,19:0
1,SCDD2023091534,13.01.02.026,TF02-Pro-W(整箱包装)-V1.0,包装,50,13:21,13:36
1,SCDD2023091534,13.01.02.026,TF02-Pro-W(整箱包装)-V1.0,包装,50,13:36,13:51
98,ID485,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,-1940,14:3,9:0
98,ID485,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,-1940,14:3,9:0
98,ID485,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,-1940,14:3,9:0
5,SCDD2023091555,13.01.04.042,TFmini-S-V1.8.1(整箱包装)-V1.0,组装,850,9:0,11:3
4,SCDD2023091551,13.01.02.026,TF02-Pro-W(整箱包装)-V1.0,测试,247,11:3,19:0
5,SCDD2023091555,13.01.04.042,TFmini-S-V1.8.1(整箱包装)-V1.0,组装,850,9:0,11:3
7,SCDD2023091557,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,2289,11:3,19:0
5,SCDD2023091555,13.01.04.042,TFmini-S-V1.8.1(整箱包装)-V1.0,组装,850,9:0,11:3
7,SCDD2023091557,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,2289,11:3,19:0
6,FGDD2023100600,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,测试,130,9:0,14:18
7,SCDD2023091557,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,1491,14:18,19:0
5,SCDD2023091555,13.01.04.042,TFmini-S-V1.8.1(整箱包装)-V1.0,测试,745,9:3,19:0
1,SCDD2023091534,13.01.02.026,TF02-Pro-W(整箱包装)-V1.0,测试,50,9:0,10:18
3,SCDD2023091549,13.01.02.026,TF02-Pro-W(整箱包装)-V1.0,测试,119,10:18,14:24
8,SCDD2023091556,13.01.02.024,TF02-Pro标品(单品包装)-V1.0,组装,200,14:24,17:9
8,SCDD2023091556,13.01.02.024,TF02-Pro标品(单品包装)-V1.0,组装,98,17:9,19:0
