任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
15,ID42,DZ.01.02.023.ZM02 ,TF02-Pro标品(整箱包装)-V1.0-泽牧标品尾线定制,组装,130,9:0,10:48
15,ID42,DZ.01.02.023.ZM02 ,TF02-Pro标品(整箱包装)-V1.0-泽牧标品尾线定制,包装,130,14:0,14:30
22,ID92,DZ.01.02.023.ZM,TF02-Pro标品(整箱包装)-V1.0-泽牧9mm尾线定制,组装,250,14:30,18:27
17,ID50,13.01.02.039,TF02-Pro-Breezer,组装,100,10:48,13:12
36,ID77,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,组装,39,18:27,19:0
15,ID42,DZ.01.02.023.ZM02 ,TF02-Pro标品(整箱包装)-V1.0-泽牧标品尾线定制,组装,130,9:0,10:48
15,ID42,DZ.01.02.023.ZM02 ,TF02-Pro标品(整箱包装)-V1.0-泽牧标品尾线定制,包装,130,14:0,14:30
22,ID92,DZ.01.02.023.ZM,TF02-Pro标品(整箱包装)-V1.0-泽牧9mm尾线定制,组装,250,14:30,18:27
36,ID77,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,组装,39,18:27,19:0
15,ID42,DZ.01.02.023.ZM02 ,TF02-Pro标品(整箱包装)-V1.0-泽牧标品尾线定制,组装,130,9:0,10:48
12,ID41,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,组装,204,10:48,14:36
22,ID92,DZ.01.02.023.ZM,TF02-Pro标品(整箱包装)-V1.0-泽牧9mm尾线定制,组装,250,14:36,18:33
36,ID77,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,组装,32,18:33,19:0
15,ID42,DZ.01.02.023.ZM02 ,TF02-Pro标品(整箱包装)-V1.0-泽牧标品尾线定制,组装,130,9:0,10:48
12,ID41,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,组装,204,10:48,14:36
17,ID50,13.01.02.039,TF02-Pro-Breezer,组装,100,14:36,16:0
17,ID50,13.01.02.039,TF02-Pro-Breezer,组装,100,16:0,17:24
17,ID50,13.01.02.039,TF02-Pro-Breezer,组装,78,17:24,19:0
15,ID42,DZ.01.02.023.ZM02 ,TF02-Pro标品(整箱包装)-V1.0-泽牧标品尾线定制,测试,130,9:9,14:27
12,ID41,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,测试,122,14:27,19:0
12,ID41,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,组装,204,9:0,11:48
22,ID92,DZ.01.02.023.ZM,TF02-Pro标品(整箱包装)-V1.0-泽牧9mm尾线定制,组装,250,14:36,18:33
12,ID41,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,组装,204,10:48,14:36
36,ID77,13.01.02.023,TF02-Pro标品(整箱包装)-V1.0,组装,32,18:33,19:0
