任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
103,ID444,13.01.07.001,TF-luna(标品/单品包装)-V1.0,测试,830,9:0,15:27
116,ID597,13.01.07.001,TF-luna(标品/单品包装)-V1.0,测试,449,15:33,19:0
103,ID444,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,1075,9:0,15:33
117,ID647,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,696,15:33,19:0
103,ID444,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,1075,9:0,15:33
117,ID647,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,495,16:24,19:0
116,ID597,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1076,15:27,19:0
114,ID599,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,298,9:0,11:9
114,ID599,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,879,11:9,19:0
114,ID599,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,298,9:0,11:9
116,ID597,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,11:9,16:24
