任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
14,ID268,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
14,ID268,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
14,ID268,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
14,ID268,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
33,ID133,13.01.04.042,TFmini-S-V1.8.1(整箱包装)-V1.0,测试,125,9:0,10:24
33,ID133,13.01.04.042,TFmini-S-V1.8.1(整箱包装)-V1.0,包装,1445,10:24,11:39
33,ID133,13.01.04.042,TFmini-S-V1.8.1(整箱包装)-V1.0,包装,1445,11:39,13:54
30,ID81,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,组装,800,13:54,15:51
30,ID81,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,组装,800,15:51,18:18
30,ID81,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,组装,287,18:18,19:0
