任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
73,ID271,13.01.07.003,TF-Luna(LT/整箱包装)-V1.0,测试,15,9:0,9:6
81,ID340,13.01.07.001,TF-luna(标品/单品包装)-V1.0,测试,1279,9:6,19:0
73,ID271,13.01.07.003,TF-Luna(LT/整箱包装)-V1.0,包装,529,9:0,9:9
81,ID340,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,1200,11:18,19:0
160,ID1014,13.01.09.003,TF350-232(单品包装)-V1.0,组装,20,9:9,10:3
73,ID271,13.01.07.003,TF-Luna(LT/整箱包装)-V1.0,包装,529,9:0,9:9
81,ID340,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,1200,11:18,19:0
160,ID1014,13.01.09.003,TF350-232(单品包装)-V1.0,组装,20,9:9,10:3
160,ID1014,13.01.09.003,TF350-232(单品包装)-V1.0,组装,20,10:3,10:57
99,ID443,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,2214,9:0,16:15
99,ID443,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,796,16:15,19:0
160,ID1014,13.01.09.003,TF350-232(单品包装)-V1.0,组装,20,10:3,10:57
97,ID445,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,测试,593,9:0,19:0
