任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
135,ID837,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,494,9:0,13:33
141,ID798,13.01.07.001,TF-luna(标品/单品包装)-V1.0,测试,753,13:33,19:0
135,ID837,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,测试,304,9:0,13:27
141,ID798,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,13:27,18:12
142,ID797,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,284,18:12,19:0
132,ID981,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,测试,593,9:0,19:0
135,ID837,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,494,9:0,13:33
142,ID797,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,248,18:18,19:0
135,ID837,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,494,9:0,13:33
142,ID797,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,248,18:18,19:0
141,ID798,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,13:33,18:18
141,ID798,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,13:33,18:18
