任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,测试,398,9:0,15:42
51,ID45,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,637,15:48,19:0
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,804,9:0,15:48
51,ID45,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,测试,188,15:48,19:0
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,804,9:0,15:48
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,804,9:0,15:48
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,804,9:0,15:48
51,ID45,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,992,9:0,14:12
51,ID45,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,1014,14:12,19:0
51,ID45,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,660,15:42,19:0
