任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
21,ID89,13.01.07.008,TF-Luna-ASU,包装,900,10:24,11:9
94,ID344,13.01.02.038,TF02-Pro-W-485(单品包装)-V1.0,包装,100,13:36,14:42
112,ID533,13.01.04.051,TFmini-i-485(整箱) 2m散线,组装,100,14:42,17:27
21,ID89,13.01.07.008,TF-Luna-ASU,包装,900,10:24,11:9
94,ID344,13.01.02.038,TF02-Pro-W-485(单品包装)-V1.0,包装,100,13:36,14:42
112,ID533,13.01.04.051,TFmini-i-485(整箱) 2m散线,组装,100,14:42,17:27
21,ID89,13.01.07.008,TF-Luna-ASU,测试,321,9:0,11:6
113,ID532,13.01.04.055,TFmini-i-CAN(整箱包装)-V1.1,组装,100,11:6,14:51
112,ID533,13.01.04.051,TFmini-i-485(整箱) 2m散线,测试,100,16:21,18:6
94,ID344,13.01.02.038,TF02-Pro-W-485(单品包装)-V1.0,组装,65,9:0,10:57
113,ID532,13.01.04.055,TFmini-i-CAN(整箱包装)-V1.1,组装,100,10:57,14:42
112,ID533,13.01.04.051,TFmini-i-485(整箱) 2m散线,组装,100,14:42,17:27
94,ID344,13.01.02.038,TF02-Pro-W-485(单品包装)-V1.0,组装,74,9:0,11:12
113,ID532,13.01.04.055,TFmini-i-CAN(整箱包装)-V1.1,测试,100,13:45,15:0
112,ID533,13.01.04.051,TFmini-i-485(整箱) 2m散线,包装,100,16:51,18:12
94,ID344,13.01.02.038,TF02-Pro-W-485(单品包装)-V1.0,组装,52,9:0,10:33
113,ID532,13.01.04.055,TFmini-i-CAN(整箱包装)-V1.1,组装,100,10:33,14:18
113,ID532,13.01.04.055,TFmini-i-CAN(整箱包装)-V1.1,包装,100,14:18,15:9
112,ID533,13.01.04.051,TFmini-i-485(整箱) 2m散线,包装,100,16:51,18:12
118,ID575,13.01.04.056,TFmini-i-CAN-2m散线-V1.1,组装,29,18:12,19:0
94,ID344,13.01.02.038,TF02-Pro-W-485(单品包装)-V1.0,组装,40,9:0,10:12
94,ID344,13.01.02.038,TF02-Pro-W-485(单品包装)-V1.0,测试,100,10:12,14:33
113,ID532,13.01.04.055,TFmini-i-CAN(整箱包装)-V1.1,包装,100,14:33,15:24
118,ID575,13.01.04.056,TFmini-i-CAN-2m散线-V1.1,组装,100,15:24,18:39
118,ID575,13.01.04.056,TFmini-i-CAN-2m散线-V1.1,组装,12,18:39,19:0
