任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
126,ID611,13.01.05.017,TF03-UART(整箱包装)-V1.1,测试,120,11:6,16:6
124,ID678,13.01.05.006,TF03-485(单品包装)-V1.1,包装,120,9:3,10:51
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,568,16:6,19:0
126,ID611,13.01.05.017,TF03-UART(整箱包装)-V1.1,包装,120,15:39,16:9
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,测试,66,18:3,19:0
123,ID616,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,包装,177,9:0,9:3
126,ID611,13.01.05.017,TF03-UART(整箱包装)-V1.1,包装,120,15:39,16:9
122,ID696,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,780,9:0,15:36
124,ID678,13.01.05.006,TF03-485(单品包装)-V1.1,包装,120,15:45,18:3
122,ID696,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,787,9:0,15:39
122,ID696,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,382,15:45,19:0
126,ID611,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,100,9:0,15:45
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,556,16:9,19:0
126,ID611,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,100,9:0,15:45
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,556,16:9,19:0
