任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
179,ID1243,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,测试,1294,9:0,19:0
181,ID1161,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,9:15,14:30
180,ID1240,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,测试,246,15:42,19:0
179,ID1243,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,89,9:0,9:15
181,ID1161,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,10:27,15:42
181,ID1161,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,1500,11:21,16:36
177,ID1244,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,测试,262,9:0,13:45
180,ID1240,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,组装,800,13:45,15:42
179,ID1243,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,515,9:0,10:27
180,ID1240,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,组装,800,14:30,16:27
179,ID1243,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,组装,835,9:0,11:21
180,ID1240,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,组装,800,15:42,18:9
