任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
144,ID791,13.01.05.005,TF03-UART(单品包装)-V1.1,测试,120,13:12,17:12
149,ID921,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,272,17:21,19:0
144,ID791,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,56,9:0,13:12
144,ID791,13.01.05.005,TF03-UART(单品包装)-V1.1,包装,120,15:33,17:21
142,ID797,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,包装,3000,13:15,14:6
132,ID981,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,测试,593,9:0,19:0
144,ID791,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,57,9:0,13:15
144,ID791,13.01.05.005,TF03-UART(单品包装)-V1.1,包装,120,15:33,17:21
142,ID797,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,包装,3000,13:21,14:12
144,ID791,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,105,9:0,16:0
141,ID798,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,483,16:0,19:0
149,ID921,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,307,17:12,19:0
153,ID890,13.01.04.035,TFmini-S-IC(单品包装)-V1.0,包装,200,14:6,15:33
144,ID791,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,59,9:0,13:21
149,ID921,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,272,17:21,19:0
