任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,492,9:0,13:33
132,ID981,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,1172,13:33,19:0
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,测试,241,9:0,13:27
132,ID981,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,1196,13:27,19:0
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,492,9:0,13:33
132,ID981,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,测试,345,13:33,19:0
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,492,9:0,13:33
129,ID740,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,492,9:0,13:33
132,ID981,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,1172,13:33,19:0
132,ID981,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,1172,13:33,19:0
