任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
149,ID921,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,748,9:0,15:24
152,ID898,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,53,15:24,19:0
149,ID921,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,900,10:24,18:24
152,ID898,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,10,18:24,19:0
149,ID921,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,测试,370,9:0,15:18
151,ID948,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,测试,223,15:18,19:0
149,ID921,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,900,10:24,18:24
151,ID948,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,331,9:0,10:24
149,ID921,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,900,10:24,18:24
151,ID948,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,331,9:0,10:24
152,ID898,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,10,18:24,19:0
151,ID948,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,331,9:0,10:24
152,ID898,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,10,18:24,19:0
