任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
179,ID1243,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,测试,846,9:0,15:33
181,ID1161,13.01.07.001,TF-luna(标品/单品包装)-V1.0,测试,449,15:33,19:0
181,ID1161,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,145,18:15,19:0
180,ID1240,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,测试,554,9:0,16:18
179,ID1243,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,包装,3000,16:24,17:15
181,ID1161,13.01.07.001,TF-luna(标品/单品包装)-V1.0,包装,145,18:15,19:0
180,ID1240,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,800,09:39,16:24
179,ID1243,13.01.07.002,TF-luna(标品/整箱包装)-V1.0,包装,3000,16:24,17:15
180,ID1240,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,800,09:39,16:24
180,ID1240,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,800,09:39,16:24
182,ID1221,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,38,16:18,19:0
182,ID1221,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,36,16:24,19:0
