任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
67,ID307,13.01.07.008,TF-Luna-ASU,测试,1189,9:0,18:18
73,ID271,13.01.07.003,TF-Luna(LT/整箱包装)-V1.0,测试,25,18:18,19:0
67,ID307,13.01.07.008,TF-Luna-ASU,包装,3000,15:21,18:21
74,ID282,13.01.05.005,TF03-UART(单品包装)-V1.1,测试,80,9:0,11:39
81,ID340,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,17,18:57,19:0
148,ID857,13.01.09.001,TF350-UART(单品包装)-V1.0,组装,20,14:27,15:21
67,ID307,13.01.07.008,TF-Luna-ASU,包装,3000,15:21,18:21
74,ID282,13.01.05.005,TF03-UART(单品包装)-V1.1,包装,120,11:18,14:6
81,ID340,13.01.07.001,TF-luna(标品/单品包装)-V1.0,组装,17,18:57,19:0
148,ID857,13.01.09.001,TF350-UART(单品包装)-V1.0,组装,20,14:6,15:0
74,ID282,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,40,9:0,11:18
72,ID305,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,90,18:21,19:0
74,ID282,13.01.05.005,TF03-UART(单品包装)-V1.1,包装,120,11:39,14:27
72,ID305,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,900,10:57,18:57
74,ID282,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,34,9:0,10:57
72,ID305,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,900,10:57,18:57
74,ID282,13.01.05.005,TF03-UART(单品包装)-V1.1,组装,34,9:0,10:57
72,ID305,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,90,18:21,19:0
