任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,130,10:0,19:0
30,ID81,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,测试,88,9:0,10:0
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,129,10:6,19:0
30,ID81,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,154,9:0,10:6
56,ID232,13.01.07.008,TF-Luna-ASU,测试,348,16:12,19:0
30,ID81,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,154,9:0,10:6
30,ID81,13.01.04.041,TFmini-S-V1.8.1(单品包装)-V1.0,包装,467,9:0,13:21
56,ID232,13.01.07.008,TF-Luna-ASU,组装,1000,13:21,16:12
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,129,10:6,19:0
