任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
18,ID51,13.01.04.060,TFmini-S-LH (单品包装)-V1.0,组装,100,9:0,9:15
18,ID51,13.01.04.060,TFmini-S-LH (单品包装)-V1.0,包装,100,09:33,10:18
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,测试,502,10:18,19:0
18,ID51,13.01.04.060,TFmini-S-LH (单品包装)-V1.0,组装,100,9:0,9:15
18,ID51,13.01.04.060,TFmini-S-LH (单品包装)-V1.0,包装,100,09:33,10:18
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,96,18:18,19:0
18,ID51,13.01.04.060,TFmini-S-LH (单品包装)-V1.0,组装,100,9:0,9:15
18,ID51,13.01.04.060,TFmini-S-LH (单品包装)-V1.0,包装,100,09:33,10:18
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,96,18:18,19:0
18,ID51,13.01.04.060,TFmini-S-LH (单品包装)-V1.0,测试,100,9:3,10:12
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,900,10:12,15:0
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,96,18:18,19:0
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,900,9:0,13:48
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,包装,96,18:18,19:0
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,900,9:0,13:48
51,ID45,13.01.08.006,TFmini Plus-2400标品(整箱包装)-V1.0,组装,1108,13:48,19:0
43,ID172,13.01.08.005,TFmini Plus-2400标品(单品包装)-V1.0,组装,900,9:0,13:48
